Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
1014569292506,,A I A MANAGEMENT LTD,BENTWATERS BUS PK,RENDLESHAM,,Woodbridge,Suffolk,IP12 2TW,England,635372,254094,Bramford,Wickham Market Grid 33kV,Bentwaters Primary 11kV,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.0,,,,,,,,,,,,,No,Connected,6.0,6.0,6.316,0.3,0.316,2016-10-01,,,,,,,,,,,,,,2021-06-14,1.43789569120143,52.134977779977,"52.134977779977, 1.43789569120143",EPN-S0000000H1040,Solar PV
1050000612807,,AEE Renewables plc,REYDON FARM,Quay Lane,,Wavenley,Suffolk,IP18 6SG,England,648735,278037,Bramford,Halesworth Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.0,,,,,,,,,,,,,No,Connected,4.0,4.0,4.211,0.025,0.026,2014-04-11,,,,,,,,,,,,,,2020-11-13,1.65034856197974,52.3439504613943,"52.3439504613943, 1.65034856197974",EPN-S0000000D5053,Solar PV
1030078123184,,AGRI GEN LTD,Building 568,BENTWATERS PARK,Rendlesham,Woodbridge,Suffolk,IP12 2TW,England,634731,253561,Bramford,Wickham Market Grid 33kV,Bentwaters Primary 11kV,11.0,Eastern Power Networks (EPN),Biomass,Steam-gas turbine (CCGT),,,,3.4,,,,,,,,,,,,,No,Connected,3.4,3.4,3.579,,,2012-11-21,,,,,,,,,,,,,,2021-06-14,1.42817984844144,52.1304668612308,"52.1304668612308, 1.42817984844144",EPN-S0000000H1040,Biogas
1050000521735,,Solarcentury,HARDINGHAM FARM,HARDINGHAM FARM,HARDINGHAM,Norwich,Norfolk,NR9 4EG,England,605432,304682,Norwich Main,Earlham Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,14.52,,,,,,,,,,,,,No,Connected,14.52,14.52,15.284,,,2013-12-06,,,,,,,,,,,,,,2020-11-13,1.03207081657714,52.6010736434847,"52.6010736434847, 1.03207081657714",EPN-S0000000D5076,Solar PV
1030083946097,,UK Solar Parks Ltd,SKYLARK MEADOW,CAXTON RD,,BOURN,Cambs,CB23 2SX,England,541586,257501,Eaton Socon,Little Barford 33kV,Bourn Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2013-03-21,,,,,,,,,,,,,,2020-11-13,0.0701809003351538,52.1975689765787,"52.1975689765787, 0.0701809003351538",EPN-S0000000H4036,Solar PV
1030083804870,,Countryside Renewables Ltd,SITE OFF FORDHAM ROAD,NEWMARKET,,Newmarket,Suffolk,CB8 7LG,England,563070,267320,Burwell,Burwell Local Grid 33kV,Exning Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2014-01-28,,,,,,,,,,,,,,2020-11-13,0.38897881407165,52.2798384581547,"52.2798384581547, 0.38897881407165",EPN-S0000000H4028,Solar PV
1050000563169,,DNO Consulting Limited,HIGHFIELDS FARM,KELVEDON,,Rayleigh,Essex,CO5 9BJ,England,587168,217202,Rayleigh,Abberton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,No,Connected,15.0,15.0,15.789,,,2014-03-27,,,,,,,,,,,,,,2020-11-13,0.714390424423896,51.8220883432208,"51.8220883432208, 0.714390424423896",EPN-S0000000D3031,Solar PV
1050000823467,,Redacted,KENNINGHALL FARM,NORTH LOPHAM RD,,Norwich,Norfolk,NR16 2DU,England,597890,285370,Bramford,Diss Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,12.0,,,,,,,,,,,,,No,Connected,12.0,12.0,12.632,0.1,0.105,2015-03-30,,,,,,,,,,,,,,2021-06-14,0.909378509654375,52.4304821729,"52.4304821729, 0.909378509654375",EPN-S0000000D1014,Solar PV
1050000808868,,Energy & System Technical Ltd,CROYDON SOLAR FARM,CHURCH FARM,CLOPTON WAY,CROYDON,CAMBS,SG8 0DZ,England,531200,250200,Eaton Socon,Little Barford 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,14.0,,,,,,,,,,,,,No,Connected,14.0,14.0,14.737,,,2015-03-04,,,,,,,,,,,,,,2020-11-13,-0.0845044354452339,52.1345336500549,"52.1345336500549, -0.0845044354452339",EPN-S0000000D4055,Solar PV
1050000774118,,PUSH ENERGY (LANGENHOE) LIMITED,LANGENHOE HALL,HALL LANE,,LANGENHOE,Essex,CO5 7NA,England,602400,216800,Rayleigh,Abberton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,18.0,,,,,,,,,,,,,No,Connected,18.0,18.0,18.947,,,2015-03-04,,,,,,,,,,,,,,2020-12-14,0.93486986913524,51.8131740217537,"51.8131740217537, 0.93486986913524",EPN-S0000000D3031,Solar PV
1050000458205,,Prosolia UK Ltd,ROOKERY FARM,KIMBOLTON ROAD,,HUNTINGDON,CAMBS,PE28 0TR,England,562108,271874,Eaton Socon,Little Barford 33kV,Kimbolton Primary 11kV,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2013-09-29,,,,,,,,,,,,,,2020-11-13,0.377080611692176,52.3210290393546,"52.3210290393546, 0.377080611692176",EPN-S0000000H4049,Solar PV
1050000669539,,EcoGen Limited,FDG A-02 BOARDINGHOUSE,Knights End farm,,March,Cambs,PE15 0YN,England,538350,293680,Walpole,March Grid 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,10.25,,,,,,,,,,,,,Yes,Connected,10.25,10.25,10.789,,,2015-01-01,,,,,,,,,,,,,,2020-11-13,0.0377687381469841,52.5234396935858,"52.5234396935858, 0.0377687381469841",EPN-S0000000D6065,Wind
1050000612950,,Sun & Alternative Technology Ltd,DOUBLE BANK LANE,,,HUNTINGDON,Cambs,PE28 5YL,England,520040,281620,Eaton Socon,Huntingdon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,9.0,,,,,,,,,,,,,No,Connected,9.0,9.0,9.474,0.05,0.053,2014-03-17,,,,,,,,,,,,,,2021-06-14,-0.236298156059351,52.4194094274227,"52.4194094274227, -0.236298156059351",EPN-S0000000D4068,Solar PV
1050000628170,,Switch 2 Renewable,EUSTON ESTATE,HONINGTON,,Bramford,Suffolk,IP24 2QP,England,589670,278187,Bramford,Thetford Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,12.0,,,,,,,,,,,,,No,Connected,12.0,12.0,12.632,0.5,0.526,2014-03-29,,,,,,,,,,,,,,2020-11-13,0.784561487591492,52.3688939231939,"52.3688939231939, 0.784561487591492",EPN-S0000000D1056,Solar PV
1050000579266,,Solar Inc Ltd,MEADOW FARM,METHWOLD RD,,Walpole,Norfolk,IP26 4RB,England,572870,296980,Walpole,Swaffham Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2014-03-21,,,,,,,,,,,,,,2020-11-13,0.547797509804243,52.5432297861595,"52.5432297861595, 0.547797509804243",EPN-S0000000D6042,Solar PV
1050000811601,,Lumicity Ltd,OLD AIRFIELD,AIRFIELD LANE,,WESTON LONGVILLE,NORWICH,NR9 5JF,England,608590,315612,Norwich Main,Sall Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.5,,,,,,,,,,,,,No,Connected,5.5,5.5,5.789,,,2014-02-11,,,,,,,,,,,,,,2024-02-14,1.08553497142654,52.6979868216303,"52.6979868216303, 1.08553497142654",EPN-S0000000D5023,Solar PV
1050000769084,,Viridor Waste Management Ltd,FOURTH DROVE EASTERN IND EST,,,PETERBOROUGH,Cambs,PE1 5UR,England,521657,299004,Walpole,Peterborough Central 33kV,Peterborough Central 11kV,11.0,Eastern Power Networks (EPN),Waste,Steam turbine (thermal power plant),,,,8.0,,,,,,,,,,,,,No,Connected,8.0,8.0,8.421,,,2015-07-23,,,,,,,,,,,,,,2020-11-13,-0.206186781730378,52.5752571194583,"52.5752571194583, -0.206186781730378",EPN-S0000000N6060,Biogas
1050001000238,,Belectric Solar Ltd,BEGDALE FARM,,,WISBECH,Cambs,PE14 0BE,England,545911,306684,Walpole,Walsoken Grid 33kV,Wisbech Railway Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,2.64,,,,,,,,,,,,,No,Connected,2.64,2.64,2.779,,,2015-11-23,,,,,,,,,,,,,,2020-11-13,0.154852965771371,52.6382903742578,"52.6382903742578, 0.154852965771371",EPN-S0000000H6049,Solar PV
1030085039971,,Harlaxton Engineering Services,STRADISHALL SOLAR FARM,STRADISHALL AIRFIELD,,Pelham,Suffolk,CB8 9YD,England,572495,252016,Pelham,Belchamp Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,24.0,,,,,,,,,,,,,No,Connected,24.0,24.0,25.263,,,2013-12-10,,,,,,,,,,,,,,2020-11-13,0.519205374936204,52.1395091762513,"52.1395091762513, 0.519205374936204",EPN-S0000000D1011,Solar PV
Data not available,,Solarfields Ltd,INGHAM SOLAR FARM,SUFFOLK,,Bury St Edmunds,Suffolk,IP31 1NQ,England,585427,271405,Bramford,Thetford Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,No,Connected,20.0,20.0,21.053,0.05,0.053,2022-08-02,,,,,,,,,,,,,,2022-09-14,0.718575141229306,52.3094424099871,"52.3094424099871, 0.718575141229306",EPN-S0000000D1056,Solar PV
1050000581441,,Lightsource Ltd,DRAPPERS FARM,MILCH LN,,Braintree,Essex,CM3 1QG,England,572510,220630,Braintree,Braintree Local 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2014-04-04,,,,,,,,,,,,,,2020-11-13,0.503640288876017,51.8575937987112,"51.8575937987112, 0.503640288876017",EPN-S0000000D3015,Solar PV
1050000759740,,ESCO NRG Limited,"ST OSYTH HEATH PV FARM,",ST OSYTH,,CLACTON ON SEA,ESSEX,CO16 8HJ,England,613230,218820,Bramford,Colchester Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,12.0,,,,,,,,,,,,,No,Connected,12.0,12.0,12.632,,,2015-03-05,,,,,,,,,,,,,,2020-11-13,1.09298574889096,51.8272865543982,"51.8272865543982, 1.09298574889096",EPN-S0000000D3044,Solar PV
1050000773860,,Push Energy Ltd,BASSINGBOURN SOLAR (COKENACH ESTATE),BARKWAY,,ROYSTON,HERTS,SG8 8DL,England,533300,241500,Wymondley,Melbourn Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,12.6,,,,,,,,,,,,,No,Connected,12.6,12.6,13.263,,,2014-12-09,,,,,,,,,,,,,,2020-11-13,-0.0572406179684115,52.0558588428085,"52.0558588428085, -0.0572406179684115",EPN-S0000000D4071,Solar PV
1050000890765,,TH Companies,THE OLD AIRFIELD,BLIND LANE,,BIRCH,Essex,CO5 9XE,England,590958,219698,Rayleigh,Abberton Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.6,,,,,,,,,,,,,No,Connected,5.6,5.6,5.895,,,2015-09-15,,,,,,,,,,,,,,2020-11-13,0.770690523435123,51.843222284653,"51.843222284653, 0.770690523435123",EPN-S0000000D3031,Solar PV
1050000555910,,RES,WOOLLEY HILL WIND FARM,Grove Lane,Ellington,Cambridge,Cambs,PE28 0AA,England,516060,273090,Eaton Socon,Little Barford 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,11.5,,,,,,,,,,,,,No,Connected,11.5,11.5,12.105,,,2015-01-13,,,,,,,,,,,,,,2023-11-14,-0.297744228379356,52.3436158589611,"52.3436158589611, -0.297744228379356",EPN-S0000000D4055,Wind
1097000000156,,GUNFLET SANDS DEMO LTD,GUNFLEET SANDS,,,Clacton on Sea,Essex,CO15 1HQ,England,616925,214928,Bramford,Clacton Grid 33kV,,33.0,Eastern Power Networks (EPN),Wind offshore,Offshore wind turbines,,,,12.0,,,,,,,,,,,,,No,Connected,12.0,12.0,12.632,,,2015-12-11,,,,,,,,,,,,,,2021-12-14,1.14408688605513,51.790925157012,"51.790925157012, 1.14408688605513",EPN-S0000000D3027,Wind
1050000729667,,EW Pepper Ltd,BURY LANE FARM,WEST OF MELBOURN,,NR ROYSTON,Cambs,SG8 6DF,England,536960,244420,Wymondley,Melbourn Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,No,Connected,25.0,25.0,26.316,25.0,26.316,2014-12-16,,,,,,,,,,,,,,2020-11-13,-0.00272384951449046,52.0812037450029,"52.0812037450029, -0.00272384951449046",EPN-S0000000D4071,Solar PV
1050000543241,,MIDDLEWICK WIND FARM LTD,MIDDLEWICK WIND FARM,WRAYWICK,,SOUTHMINSTER,ESSEX,CM0 7JN,England,598490,199223,Rayleigh,Fleethall Grid 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,20.7,,,,,,,,,,,,,No,Connected,20.7,20.7,21.789,,,2013-09-30,,,,,,,,,,,,,,2020-12-14,0.868207724725238,51.6567372851448,"51.6567372851448, 0.868207724725238",EPN-S0000000D7125,Wind
1030079564823,,Npower Renewables,COTTON WIND FARM,OFFORD ROAD,GRAVELEY,St Neots,Cambs,PE19 6PU,England,525951,264606,Eaton Socon,Little Barford 33kV,,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,16.4,,,,,,,,,,,,,No,Connected,16.4,16.4,17.263,0.2,0.211,2012-01-23,,,,,,,,,,,,,,2023-11-14,-0.15580048850318,52.2652024032272,"52.2652024032272, -0.15580048850318",EPN-S0000000D4055,Wind
1050001084229,,Iceni Energy Ltd,BIOMASS PLANT OFF CHALK LANE,,,Norwich,Norfolk,NR16 2JZ,England,600520,291080,Bramford,Diss Grid 33kV,,33.0,Eastern Power Networks (EPN),Biomass,Steam turbine (thermal power plant),,,,45.0,,,,,,,,,,,,,No,Connected,45.0,45.0,47.368,,,2017-03-29,,,,,,,,,,,,,,2023-02-14,0.951436582878464,52.4807895743132,"52.4807895743132, 0.951436582878464",EPN-S0000000D1014,Biogas
1097000000192,,Green Frog,BALDOCK RD,LETCHWORTH,,Wymondley Main,Herts,SG6 1UP,England,523724,233007,Wymondley,Letchworth Grid 33kV,,33.0,Eastern Power Networks (EPN),Biofuel - Landfill gas,Engine (combustion / reciprocating),,,,15.0,,,,,,,,,,,,,No,Connected,15.0,15.0,15.789,0.75,0.789,2016-01-20,,,,,,,,,,,,,,2024-11-14,-0.199894843549983,51.9817576671552,"51.9817576671552, -0.199894843549983",EPN-S0000000D8014,Biogas
1050000996150,,Emotion Energy Ltd,VINE SOLAR FARM,WENDY,,ROYSTON,Herts,SG8 0HJ,England,532700,247400,Wymondley,-,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,45.0,,,,,,,,,,,,,No,Connected,45.0,45.0,47.368,,,2016-03-05,,,,,,,,,,,,,,2020-11-13,-0.0636928549918674,52.1090167829379,"52.1090167829379, -0.0636928549918674",,Solar PV
1030013500087,,Biffa Waste Management Ltd,WESTMILL LANDFILL SITE,,,Ware,Herts,SG12 0ES,England,533590,215826,Rye House,Rye House Grid 33kV,Ware Primary 11kV,11.0,Eastern Power Networks (EPN),Biofuel landfill gas,Steam-gas turbine (CCGT),,,,2.3,,,,,,,,,,,,,No,Connected,2.3,2.3,2.421,,,2015-01-01,,,,,,,,,,,,,,2020-11-13,-0.0629773833671825,51.825092338815,"51.825092338815, -0.0629773833671825",EPN-S0000000H7137,Biogas
1030074616609,,Twinwoods Heat & Power Limited,BUILDING 16,TURLEIGH RD,,Sundon,Beds,MK44 1FD,England,503227,256319,Sundon,Austin Canons Grid 33kV,Manton Ln Primary 11kV,33.0,Eastern Power Networks (EPN),Biomass,Steam-gas turbine (CCGT),,,,3.2,,,,,,,,,,,,,No,Connected,3.2,3.2,3.368,,,2011-04-20,,,,,,,,,,,,,,2020-11-13,-0.491173996397314,52.1954552244391,"52.1954552244391, -0.491173996397314",EPN-S0000000H4051,Biogas
1050000773842,,Forenergy,FDG A-04 BURNT HOUSE SIDINGS,,,WHITTLESEY,Cambs,PE7 2HS,England,534000,294300,Walpole,March Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,4.0,,,,,,,,,,,,,Yes,Connected,4.0,4.0,4.211,,,2014-12-23,,,,,,,,,,,,,,2020-11-13,-0.0260559593287761,52.5300961672196,"52.5300961672196, -0.0260559593287761",EPN-S0000000D6065,Solar PV
1050000769154,,S.E. Solar (2) Limited,WIGGIN HILL FARM,OLD RAMSEY ROAD,,ST IVES,Cambs,PE27 3LL,England,530900,273800,Eaton Socon,Huntingdon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,0.1,0.105,2015-01-27,,,,,,,,,,,,,,2020-11-13,-0.0797521984756725,52.3466577092662,"52.3466577092662, -0.0797521984756725",EPN-S0000000D4068,Solar PV
1050001858080,,AEE Renewables UK 9 Ltd,LITTLE STAUGHTON,STAPLOE,,ST NEOTS,Cambs,PE19 5JB,England,514116,261160,Eaton Socon,-,,132.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,No,Connected,40.0,40.0,42.105,,,2019-12-01,,,,,,,,,,,,,,2023-11-14,-0.330303531677241,52.2368153911312,"52.2368153911312, -0.330303531677241",,Solar PV
1050000617248,,KiWi Power Ltd,BEDFORD HOSPITAL,KEMPSTON ROAD,,Bedford,Beds,MK42 9DJ,England,504711,248940,Sundon,Austin Canons Grid 33kV,Prebend St Primary 11kV,11.0,Eastern Power Networks (EPN),Fossil - Oil,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,1.684,1.9,2.0,2017-01-01,,,,,,,,,,,,,,2021-12-14,-0.471744299167495,52.128858872892,"52.128858872892, -0.471744299167495",EPN-S0000000H4077,Fossil fuel
1050000784393,,Daisy no 6 Ltd trading as Bellis Energy,EXNING SOLAR FARM,EXNING SOLAR FARM,HEATH ROAD,Exning,Cambs,CB8 0XG,England,560180,264080,Burwell,Burwell Local Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,24.0,,,,,,,,,,,,,No,Connected,24.0,24.0,25.263,,,2015-03-06,,,,,,,,,,,,,,2023-11-14,0.345117240078098,52.2515833590104,"52.2515833590104, 0.345117240078098",EPN-S0000000D4033,Solar PV
1023515796854,,Ardenham Energy Ltd,FDG A-08 GT ACRE FEN CHATTERIS,,,Chatteris,Cambs,PE16 6EG,England,538300,285500,Walpole,March Grid 33kV,Chatteris Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.2,,,,,,,,,,,,,Yes,Connected,1.2,1.2,1.263,,,2015-01-01,,,,,,,,,,,,,,2023-12-14,0.0336391404003466,52.4499610341784,"52.4499610341784, 0.0336391404003466",EPN-S0000000H6053,Solar PV
1050000695947,,Arnold White Estates,EASTERN WAY,,,LEIGHTON BUZZARD,Beds,LU7 9LF,England,493924,229075,Sundon,Sundon 33kV,Leighton Buzzard Primary 11kV,33.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,1.5,,,,,,,,,,,,,No,Connected,1.5,1.5,1.579,,,2014-12-17,,,,,,,,,,,,,,2020-11-13,-0.634725255482006,51.9522471441131,"51.9522471441131, -0.634725255482006",EPN-S0000000H8037,Wind
1050001191808,,Barney Cameron,CRANHAM GOLF CLUB ESSEX,,,Tilbury,Essex,RM14 3NU,England,558050,186800,Tilbury,Basildon Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,2.74,,,,,,,,,,,,,No,Connected,2.74,2.74,2.884,,,2017-02-15,,,,,,,,,,,,,,2020-11-13,0.278526418621352,51.5579449759759,"51.5579449759759, 0.278526418621352",EPN-S0000000D7002,Solar PV
1050001287905,,BE Renewables Ltd,BARVILLS FARM,PRINCESS MARGARET RD EAST,,Tilbury,Essex,RM1 8PA,England,568600,177500,Tilbury,Tilbury Compact Grid 33kV,Bata Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,2.5,,,,,,,,,,,,,No,Connected,2.5,2.5,2.632,,,2017-03-24,,,,,,,,,,,,,,2020-11-13,0.426126600347619,51.4713477875138,"51.4713477875138, 0.426126600347619",EPN-S0000000H7024,Solar PV
1023477820860,,Anglian Water Service Limited,WHITLINGHAM STW NORFOLK,,,Norwich,Norfolk,NR14 8TZ,England,627850,307540,Norwich Main,-,Thorpe Gd Local 11kV,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.263,,,2012-11-01,,,,,,,,,,,,,,2024-02-14,1.36448278544956,52.6177937779154,"52.6177937779154, 1.36448278544956",EPN-S0000000G5072,Solar PV
1050000736121,,Hallmark Power Ltd,FDG A-19 CHATTERIS RD 1 / CHATTERIS RD 2,,,Huntingdon,Norfolk,PE28 3DW,England,537701,282682,Walpole,March Grid 33kV,Chatteris Primary 11kV,11.0,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,1.0,,,,,,,,,,,,,Yes,Connected,1.0,1.0,1.053,,,2015-11-09,,,,,,,,,,,,,,2020-11-13,0.0236704210245393,52.4247941265028,"52.4247941265028, 0.0236704210245393",EPN-S0000000H6053,Wind
1050001047078,,ESCO NRG ltd,CRESSING SOLAR FARM,WITHAM ROAD,,CRESSING,ESSEX,CM77 8PD,England,579757,218798,Braintree,Braintree Local 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,18.0,,,,,,,,,,,,,No,Connected,18.0,18.0,18.947,,,2016-03-12,,,,,,,,,,,,,,2023-11-14,0.607808185630539,51.8388543081294,"51.8388543081294, 0.607808185630539",EPN-S0000000D3015,Solar PV
1050000993099,,Countryside Renewables Ltd,BURNHAM WICK FARM,WICK ROAD,,BURNHAM ON CROUCH,Essex,CM0 8LU,England,596270,196050,Rayleigh,Fleethall Grid 33kV,Burnham Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,0.0,0.0,2015-10-19,,,,,,,,,,,,,,2020-11-13,0.834376933242287,51.6290219446824,"51.6290219446824, 0.834376933242287",EPN-S0000000H3071,Solar PV
1050000869294,,Savills,SOUTHILL SOLAR,HAYNES WEST END,,Bedford,Beds,MK45 3QT,England,507176,240006,Sundon,Westoning Grid 33kV,Ampthill Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2015-04-10,,,,,,,,,,,,,,2020-11-13,-0.438553888246197,52.0480951515854,"52.0480951515854, -0.438553888246197",EPN-S0000000H4034,Solar PV
1050000849109,,The Solar Building Company Ltd,CLAPHAM SOLAR FARM,TINSLEY ESTATE CLAPHAM,,Bedford,Beds,MK41 6HA,England,503780,253980,Sundon,Austin Canons Grid 33kV,Manton Ln Primary 11kV,11.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,7.05,,,,,,,,,,,,,No,Connected,7.05,7.05,7.421,0.14,0.147,2015-06-26,,,,,,,,,,,,,,2020-11-13,-0.483801644862993,52.1743303368306,"52.1743303368306, -0.483801644862993",EPN-S0000000H4051,Solar PV
1050001197864,,Rolton Group,HODDESDON ADVANCED THERMAL,Rattys lane,,HODDESDON,Herts,EN11 0RF,England,538798,208872,Rye House,Rye House Grid 33kV,,33.0,Eastern Power Networks (EPN),Biofuel - Biogas from anaerobic digestion (excluding landfill & sewage),Engine (combustion / reciprocating),,,,9.0,,,,,,,,,,,,,No,Connected,9.0,9.0,9.474,,,2016-10-01,,,,,,,,,,,,,,2024-11-14,0.00976269540928373,51.7613391000051,"51.7613391000051, 0.00976269540928373",EPN-S0000000G7015,Biogas
1050000843659,,Lightsource Renewable Energy Ltd,MANOR FARM SOLAR PARK,,,EGGINGTON,Beds,LU7 9PB,England,495590,226050,Sundon,Sundon 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.0,,,,,,,,,,,,,No,Connected,6.0,6.0,6.316,0.41,0.432,2015-03-30,,,,,,,,,,,,,,2020-11-13,-0.611330696650782,51.924774525191,"51.924774525191, -0.611330696650782",EPN-S0000000D8086,Solar PV
1050001118490,,GEW2 Ltd,ASHINGDON / CANEWDON PV ULVERSTON ROCHFORD,,,Rayleigh,Essex,SS4 3JX,England,586349,194568,Rayleigh,Southend Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,,,2015-11-25,,,,,,,,,,,,,,2023-11-14,0.690421975969538,51.6190822805728,"51.6190822805728, 0.690421975969538",EPN-S0000000D7057,Solar PV
1050000903226,,Lightsource Renewable Energy Ltd,TOOLEYS SOLAR FM,TOOLEYS SOLAR FM,Stebbing,Dunmow,Essex,CM6 3BD,England,564220,223220,Pelham,Thaxted Grid 33kV,,33.0,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2015-11-11,,,,,,,,,,,,,,2020-11-13,0.384605895698373,51.8833590077415,"51.8833590077415, 0.384605895698373",EPN-S0000000D3051,Solar PV
