site_id,month,events_count,total_hours,total_kwh
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,1,2,677.8911111111112,66418.98978860678
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,2,2,191.6577777777778,47178.53575493707
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,3,1,2.201111111111111,24367.776621297202
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,4,5,58.96393666666666,1147657.168488227
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,5,5,153.93664222222222,3196191.4254644094
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,6,5,2244.293333333333,221297.16942409938
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,7,3,1086.1033333333335,195123.55584581164
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,8,6,757.3,212119.46529412165
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,9,4,1078.148888888889,167070.5303507487
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,10,3,2346.1955555555555,6391710.110729031
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,11,6,1300.0309455555557,3973663.633588935
TUPA_SOLAR_1_LIMITED_RICHBOROUGH_ENERGY_PARK_SELLINDGE_SGT2_3_RICHBOROUGH_SGT,12,3,3039.902222222222,225050.98825920952
