hour,breach_count,curtailment_count,breach_locations,der_list,total_curtailed_kwh
2023-06-02 03:00:00+00:00,0,1,,DER27,16.111111111111114
2023-06-02 11:00:00+00:00,4,10,PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL,"DER35, DER9, DER11, DER1",1470.1852443779837
2023-06-02 12:00:00+00:00,7,12,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER10, DER9, DER27, DER1",1879.0630899386936
2023-06-02 13:00:00+00:00,6,3,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER9",30314.67461537679
2023-06-02 14:00:00+00:00,9,3,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",DER9,570.4497644170125
2023-06-02 15:00:00+00:00,4,2,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER9",571.5819522433811
2023-06-03 11:00:00+00:00,0,1,,DER29,540.0232720269097
2023-06-03 12:00:00+00:00,0,1,,DER10,167.55555555555554
2023-06-03 19:00:00+00:00,0,2,,"DER29, DER23",30356.775427924258
2023-06-04 12:00:00+00:00,0,1,,DER42,10747.469694163005
2023-06-04 13:00:00+00:00,0,1,,DER29,821.9170836046006
2023-06-04 15:00:00+00:00,0,1,,DER29,3445.679753011068
2023-06-04 16:00:00+00:00,0,1,,DER29,3860.482071668837
2023-06-04 20:00:00+00:00,0,1,,DER23,58101.96488850912
2023-06-05 07:00:00+00:00,0,1,,DER27,368.55555555555554
2023-06-05 09:00:00+00:00,0,1,,DER37,5365.902458326552
2023-06-05 20:00:00+00:00,0,1,,DER23,8548.620050116646
2023-06-06 02:00:00+00:00,0,1,,DER8,195.9209835476345
2023-06-06 08:00:00+00:00,0,1,,DER23,720.2982218424479
2023-06-06 13:00:00+00:00,0,4,,"DER27, DER11, DER10",943.4444444444445
2023-06-06 15:00:00+00:00,0,1,,DER23,931.3765848117404
2023-06-06 18:00:00+00:00,0,2,,DER10,41.44444444444445
2023-06-06 21:00:00+00:00,0,2,,DER23,46625.5964436849
2023-06-07 03:00:00+00:00,0,1,,DER27,271.6666666666667
2023-06-07 07:00:00+00:00,0,5,,"DER23, DER34, DER29, DER7",10071.816666666668
2023-06-07 11:00:00+00:00,0,1,,DER23,20869.709918145076
2023-06-07 15:00:00+00:00,0,1,,DER23,1418.6315551757814
2023-06-07 20:00:00+00:00,0,1,,DER23,8346.14365641276
2023-06-09 09:00:00+00:00,1,0,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,,0.0
2023-06-09 10:00:00+00:00,2,3,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER11, DER10",2228.019484863281
2023-06-09 11:00:00+00:00,12,3,"THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT",DER43,12327.296274685328
2023-06-09 12:00:00+00:00,12,2,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER1, DER9",95.63523566351998
2023-06-09 13:00:00+00:00,10,6,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER35, DER43, DER9, DER1",2752.412406039768
2023-06-09 14:00:00+00:00,15,10,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER29, DER35, DER9, DER1",17301.349349589877
2023-06-09 20:00:00+00:00,0,1,,DER29,771.2270445421008
2023-06-10 08:00:00+00:00,0,1,,DER22,14425.05903455946
2023-06-10 11:00:00+00:00,1,2,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,DER11,966.8888888888887
2023-06-10 12:00:00+00:00,6,3,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM",DER43,2995.3310744900173
2023-06-10 13:00:00+00:00,10,6,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER9, DER1",5616.197836066352
2023-06-10 14:00:00+00:00,1,0,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,,0.0
2023-06-10 17:00:00+00:00,2,3,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER9, DER1",876.4414694637724
2023-06-11 09:00:00+00:00,0,2,,"DER22, DER11",11789.971943155926
2023-06-11 12:00:00+00:00,0,1,,DER11,496.77777777777777
2023-06-12 10:00:00+00:00,1,1,THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM,DER43,1010.6739841037328
2023-06-13 07:00:00+00:00,0,1,,DER23,48562.74993489584
2023-06-13 08:00:00+00:00,0,1,,DER1,33.68055555555556
2023-06-13 09:00:00+00:00,4,1,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM",DER43,7414.79958468967
2023-06-13 10:00:00+00:00,17,7,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER1, DER9",6417.145519816081
2023-06-13 11:00:00+00:00,25,11,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER35, DER1",4507.956497993469
2023-06-13 12:00:00+00:00,4,6,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER9, DER35, DER1",727.3279273139104
2023-06-13 13:00:00+00:00,3,1,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM",DER43,1054.1169774034288
2023-06-13 15:00:00+00:00,1,2,PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL,"DER10, DER9",1756.1453280300564
2023-06-14 12:00:00+00:00,0,1,,DER29,1060.6819156901042
2023-06-14 21:00:00+00:00,0,1,,DER11,2829.111111111111
2023-06-15 04:00:00+00:00,0,1,,DER16,3438.0478946261933
2023-06-15 05:00:00+00:00,0,3,,DER13,3708.4444444444443
2023-06-15 07:00:00+00:00,0,1,,DER16,36375.71934373643
2023-06-15 09:00:00+00:00,0,1,,DER42,4430.823579898411
2023-06-15 13:00:00+00:00,0,1,,DER42,3983.6848707411023
2023-06-15 14:00:00+00:00,0,1,,DER16,515.1931811523438
2023-06-15 15:00:00+00:00,0,2,,DER16,1373.3686212836371
2023-06-15 16:00:00+00:00,0,1,,DER42,4592.343135816786
2023-06-16 04:00:00+00:00,0,2,,"DER11, DER27",48.0
2023-06-16 10:00:00+00:00,0,1,,DER13,26642.027777777777
2023-06-16 12:00:00+00:00,0,1,,DER13,583.5833333333333
2023-06-18 07:00:00+00:00,0,1,,DER11,568.1111111111111
2023-06-18 08:00:00+00:00,0,2,,DER27,8899.444444444445
2023-06-18 10:00:00+00:00,0,1,,DER23,32013.63155517578
2023-06-18 13:00:00+00:00,1,12,NORWICH MAIN 132KV - SUM,"DER6, DER7, DER34, DER16, DER38, DER4, DER29, DER18, DER41, DER37, DER36",62223.88042620341
2023-06-19 05:00:00+00:00,0,1,,DER23,23647.07160997179
2023-06-19 09:00:00+00:00,0,1,,DER42,31569.971075405545
2023-06-19 12:00:00+00:00,0,1,,DER43,4522.59451236301
2023-06-19 13:00:00+00:00,0,2,,DER13,3675.3333333333335
2023-06-20 03:00:00+00:00,0,1,,DER29,6943.677026231554
2023-06-20 06:00:00+00:00,0,2,,"DER43, DER2",13119.108333333334
2023-06-20 10:00:00+00:00,3,0,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,,0.0
2023-06-20 11:00:00+00:00,2,0,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,,0.0
2023-06-20 12:00:00+00:00,3,0,HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT,,0.0
2023-06-20 13:00:00+00:00,6,4,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER9, DER1",641.608215115865
2023-06-20 14:00:00+00:00,0,4,,"DER25, DER10, DER27",858.1388888888889
2023-06-20 15:00:00+00:00,7,8,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER9, DER35, DER1, DER27",7351.878199581571
2023-06-20 18:00:00+00:00,0,1,,DER11,2883.6666666666665
2023-06-20 22:00:00+00:00,0,1,,DER13,109755.05555555556
2023-06-22 19:00:00+00:00,0,2,,DER11,38.77777777777778
2023-06-23 10:00:00+00:00,0,1,,DER29,587.2218946668837
2023-06-24 05:00:00+00:00,0,2,,DER29,4776.651151529948
2023-06-24 23:00:00+00:00,0,1,,DER11,13.88888888888889
2023-06-25 00:00:00+00:00,0,3,,"DER27, DER10",40.55555555555556
2023-06-25 11:00:00+00:00,9,8,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER9, DER35, DER1",6091.7859654426575
2023-06-25 12:00:00+00:00,10,5,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER9, DER35",24709.641732635504
2023-06-25 13:00:00+00:00,27,11,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER1, DER35",21049.237610154152
2023-06-25 14:00:00+00:00,30,5,"THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER43, DER35",8040.355286988152
2023-06-25 15:00:00+00:00,23,2,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL",DER35,1567.6331900363502
2023-06-25 16:00:00+00:00,20,3,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER1, DER35",3505.830012774997
2023-06-25 17:00:00+00:00,5,3,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",DER35,402.6106412760417
2023-06-25 18:00:00+00:00,2,3,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER35, DER1, DER9",4685.316767870585
2023-06-25 19:00:00+00:00,1,2,PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL,"DER9, DER35",371.53801167805995
2023-06-26 11:00:00+00:00,9,5,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER43, DER1, DER9",493.2680071004232
2023-06-26 12:00:00+00:00,2,2,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER9, DER43",258.18791948106553
2023-06-26 13:00:00+00:00,8,4,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER9, DER1",3110.43898466746
2023-06-26 14:00:00+00:00,5,6,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER35, DER9",3201.053885904948
2023-06-26 15:00:00+00:00,4,3,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER1, DER9",1640.1242695956762
2023-06-26 16:00:00+00:00,0,1,,DER35,79.84741224500868
2023-06-27 08:00:00+00:00,0,1,,DER11,56.22222222222222
2023-06-27 09:00:00+00:00,0,1,,DER2,153.6875
2023-06-27 10:00:00+00:00,0,1,,DER27,485.52777777777777
2023-06-27 12:00:00+00:00,0,4,,"DER11, DER29, DER33, DER10",8240.761536593967
2023-06-27 16:00:00+00:00,0,1,,DER29,49033.79444444445
2023-06-29 06:00:00+00:00,0,1,,DER29,964.9713046603732
2023-06-29 09:00:00+00:00,0,1,,DER29,350.9296389431424
2023-06-30 00:00:00+00:00,0,1,,DER29,1279.7842979600696
2023-06-30 10:00:00+00:00,4,1,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",DER9,107.5826554022895
2023-06-30 11:00:00+00:00,2,3,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER9, DER35",1373.7893027920193
2023-06-30 12:00:00+00:00,19,11,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER1, DER9",12041.146046110789
2023-06-30 13:00:00+00:00,5,2,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",DER35,303.7969479709202
2023-07-01 07:00:00+00:00,19,8,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER1, DER9, DER35",24455.010331442092
2023-07-01 08:00:00+00:00,20,1,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",DER35,1109.762098897298
2023-07-01 09:00:00+00:00,11,7,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER43, DER1, DER9",3095.861188921399
2023-07-01 10:00:00+00:00,1,1,THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM,DER43,112.94953233506943
2023-07-01 13:00:00+00:00,5,3,"HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER1, DER9, DER43",1137.6991845512391
2023-07-01 14:00:00+00:00,5,5,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER1, DER9, DER35",3538.7596014065216
2023-07-01 15:00:00+00:00,6,5,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER9, DER35, DER1",19105.324990645513
2023-07-01 16:00:00+00:00,20,0,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL",,0.0
2023-07-01 17:00:00+00:00,6,4,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER9, DER35",1393.527986518012
2023-07-02 07:00:00+00:00,5,5,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER9, DER1",21690.201046522983
2023-07-02 08:00:00+00:00,31,6,"THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER43, DER35, DER1",27741.445763475098
2023-07-02 09:00:00+00:00,44,7,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - SUM, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, MARCH GRID 132/33KV - SUM","DER43, DER25, DER24",6123.0406968858515
2023-07-02 10:00:00+00:00,28,5,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, MARCH GRID 132/33KV - SUM, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER24, DER35, DER25",5031.86146226671
2023-07-02 11:00:00+00:00,22,8,"THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, MARCH GRID 132/33KV - SUM","DER1, DER43, DER35, DER25",4672.962321501837
2023-07-02 12:00:00+00:00,12,7,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER9, DER43, DER1",3512.007658326891
2023-07-02 13:00:00+00:00,25,12,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER43, DER1, DER35, DER38, DER9",21128.198740594053
2023-07-02 14:00:00+00:00,7,4,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, HEMPTON GRID 132/33 KV - SUM, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER43, DER35, DER9, DER1",2185.0018554051717
2023-07-02 15:00:00+00:00,6,8,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER9, DER35, DER1",4764.646502982246
2023-07-02 16:00:00+00:00,5,6,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER35, DER9",2329.0681111653644
2023-07-02 17:00:00+00:00,3,9,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER10, DER1, DER35, DER9",2782.7441235521105
2023-07-02 18:00:00+00:00,2,3,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER35, DER9",1542.3000232950849
2023-07-03 00:00:00+00:00,0,1,,DER29,17628.48991848416
2023-07-03 07:00:00+00:00,4,4,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL","DER35, DER1, DER9",12142.969478263856
2023-07-03 08:00:00+00:00,21,10,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER35, DER1",6842.41014002906
2023-07-03 09:00:00+00:00,21,6,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, MARCH GRID 132/33KV - SUM","DER35, DER1, DER25",3161.7236604454783
2023-07-03 10:00:00+00:00,37,11,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - SUM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT","DER1, DER43, DER35, DER9",19244.071260080338
2023-07-03 11:00:00+00:00,40,14,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, HEMPTON GRID 132/33 KV - SUM","DER35, DER43, DER1",6726.409366659588
2023-07-03 12:00:00+00:00,12,5,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL","DER1, DER35",3594.976010962592
2023-07-03 13:00:00+00:00,28,15,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, MARCH GRID 132/33KV - SUM","DER12, DER24, DER35, DER1, DER9, DER25",37261.1317354499
2023-07-03 14:00:00+00:00,29,9,"PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, MARCH GRID 132/33KV - SUM","DER24, DER35, DER10, DER12, DER11, DER25",5654.726806377834
2023-07-03 15:00:00+00:00,25,8,"PETERBOROUGH CENTRAL 132/33KV - FARCET PRIMARY TO BURY PRIMARY 33KV OHL, PETERBOROUGH CENTRAL 132/33KV  - FARCET 1 33KV OHL, HEMPTON GRID 132/33 KV - BURNHAM THORPE TEE HUNSTANTON 2 OHL SUM CONSTRAINT, THORNHAM SOLAR FARM  - HUNSTANTON - THORNAM SOLAR FARM","DER35, DER43, DER1",7354.407641669379
